run  |     start time      |      end time       | length (min)
7160 | 2020-03-14 10:00:30 | 2020-03-14 11:00:17 | 59.7833 
7161 | 2020-03-14 11:00:43 | 2020-03-14 12:00:33 | 59.8333 
7162 | 2020-03-14 12:00:59 | 2020-03-14 13:00:55 | 59.9333 
7163 | 2020-03-14 13:01:24 | 2020-03-14 13:21:30 | 20.1000 
7165 | 2020-03-14 14:45:49 | 2020-03-14 15:07:26 | 21.6167 
7167 | 2020-03-14 15:19:04 | 2020-03-14 15:59:16 | 40.2000 
7168 | 2020-03-14 15:59:42 | 2020-03-14 17:00:05 | 60.3833 
7169 | 2020-03-14 17:03:26 | 2020-03-14 18:00:21 | 56.9167 
7170 | 2020-03-14 18:01:10 | 2020-03-14 19:00:07 | 58.9500 
7171 | 2020-03-14 19:00:44 | 2020-03-14 20:00:05 | 59.3500 
7172 | 2020-03-14 20:00:37 | 2020-03-14 21:00:07 | 59.5000 
7173 | 2020-03-14 21:00:37 | 2020-03-14 22:00:05 | 59.4667 
7174 | 2020-03-14 22:00:35 | 2020-03-14 23:00:07 | 59.5333 
7175 | 2020-03-14 23:00:41 | 2020-03-14 23:57:43 | 57.0333 
7176 | 2020-03-14 23:58:17 | 2020-03-15 00:59:59 | 61.7000 
7180 | 2020-03-15 04:06:04 | 2020-03-15 05:00:29 | 54.4167 
7181 | 2020-03-15 05:01:02 | 2020-03-15 05:41:03 | 40.0167 
7183 | 2020-03-15 05:41:39 | 2020-03-15 06:00:23 | 18.7333 
7184 | 2020-03-15 06:01:24 | 2020-03-15 07:00:07 | 58.7167 
7185 | 2020-03-15 07:01:10 | 2020-03-15 08:00:17 | 59.1167 
7186 | 2020-03-15 08:01:00 | 2020-03-15 09:00:15 | 59.2500 
7187 | 2020-03-15 09:00:45 | 2020-03-15 10:00:05 | 59.3333 
7188 | 2020-03-15 10:00:34 | 2020-03-15 11:00:04 | 59.5000 
7189 | 2020-03-15 11:01:06 | 2020-03-15 12:00:21 | 59.2500 
7190 | 2020-03-15 12:00:59 | 2020-03-15 13:00:22 | 59.3833 
7191 | 2020-03-15 13:10:57 | 2020-03-15 14:00:05 | 49.1333 
7192 | 2020-03-15 14:00:47 | 2020-03-15 14:40:33 | 39.7667 
7193 | 2020-03-15 14:45:14 | 2020-03-15 15:00:04 | 14.8333 
7195 | 2020-03-15 15:03:11 | 2020-03-15 16:00:04 | 56.8833 
7196 | 2020-03-15 16:01:09 | 2020-03-15 17:00:22 | 59.2167 
7207 | 2020-03-15 23:33:54 | 2020-03-15 23:59:36 | 25.7000 
7208 | 2020-03-16 00:01:20 | 2020-03-16 01:00:03 | 58.7167 
7209 | 2020-03-16 01:00:37 | 2020-03-16 02:00:04 | 59.4500 
7210 | 2020-03-16 02:00:39 | 2020-03-16 03:00:10 | 59.5167 
7211 | 2020-03-16 03:00:35 | 2020-03-16 04:00:54 | 60.3167 
7212 | 2020-03-16 04:02:25 | 2020-03-16 05:00:18 | 57.8833 
7213 | 2020-03-16 05:00:49 | 2020-03-16 06:00:55 | 60.1000 
7214 | 2020-03-16 06:01:58 | 2020-03-16 07:00:02 | 58.0667 
7215 | 2020-03-16 07:00:57 | 2020-03-16 07:51:20 | 50.3833 
7216 | 2020-03-16 07:55:35 | 2020-03-16 09:07:32 | 71.9500 
7226 | 2020-03-16 17:28:38 | 2020-03-16 18:31:08 | 62.5000 
7227 | 2020-03-16 18:32:55 | 2020-03-16 19:32:11 | 59.2667 
7228 | 2020-03-16 19:32:57 | 2020-03-16 20:32:11 | 59.2333 
7229 | 2020-03-16 20:33:03 | 2020-03-16 21:32:15 | 59.2000 
7230 | 2020-03-16 21:32:51 | 2020-03-16 22:32:19 | 59.4667 
7232 | 2020-03-16 22:58:32 | 2020-03-16 23:24:00 | 25.4667 
7235 | 2020-03-17 00:59:27 | 2020-03-17 01:59:15 | 59.8000 
7236 | 2020-03-17 02:00:08 | 2020-03-17 02:59:37 | 59.4833 
7237 | 2020-03-17 03:00:11 | 2020-03-17 03:59:21 | 59.1667 
7238 | 2020-03-17 03:59:59 | 2020-03-17 04:59:25 | 59.4333 
7239 | 2020-03-17 05:00:02 | 2020-03-17 06:00:15 | 60.2167 
7241 | 2020-03-17 06:05:52 | 2020-03-17 07:00:09 | 54.2833 
7242 | 2020-03-17 07:00:40 | 2020-03-17 08:00:07 | 59.4500 
7243 | 2020-03-17 08:00:45 | 2020-03-17 08:57:21 | 56.6000 
7244 | 2020-03-17 08:58:19 | 2020-03-17 09:57:43 | 59.4000 
7245 | 2020-03-17 09:58:10 | 2020-03-17 10:55:57 | 57.7833 
7246 | 2020-03-17 10:56:34 | 2020-03-17 11:56:31 | 59.9500 
7247 | 2020-03-17 11:57:01 | 2020-03-17 13:00:35 | 63.5667 
7248 | 2020-03-17 13:01:03 | 2020-03-17 13:42:17 | 41.2333 
7249 | 2020-03-17 14:12:43 | 2020-03-17 15:02:27 | 49.7333 
7251 | 2020-03-17 16:17:26 | 2020-03-17 17:00:29 | 43.0500 
7252 | 2020-03-17 17:02:58 | 2020-03-17 18:00:51 | 57.8833 
7253 | 2020-03-17 18:03:09 | 2020-03-17 18:54:47 | 51.6333 
7255 | 2020-03-17 19:31:11 | 2020-03-17 20:01:02 | 29.8500 
7256 | 2020-03-17 20:01:38 | 2020-03-17 20:47:05 | 45.4500 
7257 | 2020-03-17 20:48:20 | 2020-03-17 21:58:39 | 70.3167 
7258 | 2020-03-17 22:00:42 | 2020-03-17 23:00:04 | 59.3667 
7259 | 2020-03-17 23:01:18 | 2020-03-17 23:59:50 | 58.5333 
7260 | 2020-03-18 00:00:52 | 2020-03-18 00:57:26 | 56.5667 
7261 | 2020-03-18 00:57:58 | 2020-03-18 02:00:22 | 62.4000 
7262 | 2020-03-18 02:00:51 | 2020-03-18 03:00:17 | 59.4333 
7263 | 2020-03-18 03:00:59 | 2020-03-18 04:00:35 | 59.6000 
7264 | 2020-03-18 04:01:18 | 2020-03-18 05:01:33 | 60.2500 
7265 | 2020-03-18 05:02:16 | 2020-03-18 06:00:53 | 58.6167 
7266 | 2020-03-18 06:06:13 | 2020-03-18 07:00:10 | 53.9500 
7267 | 2020-03-18 07:00:45 | 2020-03-18 08:00:18 | 59.5500 
7268 | 2020-03-18 08:01:03 | 2020-03-18 08:40:33 | 39.5000 
7283 | 2020-03-18 20:55:19 | 2020-03-18 21:59:32 | 64.2167 
7284 | 2020-03-18 21:59:59 | 2020-03-18 22:23:07 | 23.1333 
7285 | 2020-03-18 22:24:48 | 2020-03-18 22:59:42 | 34.9000 
7286 | 2020-03-18 23:00:46 | 2020-03-18 23:59:43 | 58.9500 
7287 | 2020-03-19 00:00:36 | 2020-03-19 01:00:07 | 59.5167 
7288 | 2020-03-19 01:00:51 | 2020-03-19 02:00:04 | 59.2167 
7289 | 2020-03-19 02:00:38 | 2020-03-19 02:24:30 | 23.8667 
7291 | 2020-03-19 02:43:57 | 2020-03-19 03:46:42 | 62.7500 
7292 | 2020-03-19 03:47:31 | 2020-03-19 04:00:05 | 12.5667 
7293 | 2020-03-19 04:00:52 | 2020-03-19 05:00:17 | 59.4167 
7294 | 2020-03-19 05:01:04 | 2020-03-19 06:00:04 | 59.0000 
7295 | 2020-03-19 06:04:00 | 2020-03-19 07:00:12 | 56.2000 
7296 | 2020-03-19 07:01:42 | 2020-03-19 08:00:26 | 58.7333 
7297 | 2020-03-19 08:01:57 | 2020-03-19 09:00:45 | 58.8000 
7306 | 2020-03-19 15:52:41 | 2020-03-19 16:59:28 | 66.7833 
7307 | 2020-03-19 17:00:12 | 2020-03-19 17:25:37 | 25.4167 
7310 | 2020-03-19 20:38:45 | 2020-03-19 21:49:07 | 70.3667 
7311 | 2020-03-19 21:50:02 | 2020-03-19 22:59:41 | 69.6500 
7312 | 2020-03-19 23:00:39 | 2020-03-19 23:59:28 | 58.8167 
7313 | 2020-03-20 00:01:32 | 2020-03-20 01:01:05 | 59.5500 
7314 | 2020-03-20 01:01:37 | 2020-03-20 02:00:26 | 58.8167 
7315 | 2020-03-20 02:00:58 | 2020-03-20 02:59:28 | 58.5000 
7316 | 2020-03-20 03:00:02 | 2020-03-20 03:59:56 | 59.9000 
7317 | 2020-03-20 04:00:37 | 2020-03-20 05:11:21 | 70.7333 
7318 | 2020-03-20 05:11:53 | 2020-03-20 06:00:18 | 48.4167 
7319 | 2020-03-20 06:00:47 | 2020-03-20 07:00:38 | 59.8500 
7320 | 2020-03-20 07:01:05 | 2020-03-20 07:59:13 | 58.1333 
7321 | 2020-03-20 07:59:40 | 2020-03-20 09:01:00 | 61.3333 
7322 | 2020-03-20 09:01:58 | 2020-03-20 10:00:11 | 58.2167 
7323 | 2020-03-20 10:01:27 | 2020-03-20 11:02:01 | 60.5667 
7324 | 2020-03-20 11:04:24 | 2020-03-20 12:00:13 | 55.8167 
7326 | 2020-03-20 12:13:35 | 2020-03-20 13:02:19 | 48.7333 
7328 | 2020-03-20 14:13:29 | 2020-03-20 15:00:17 | 46.8000 
7331 | 2020-03-20 15:35:52 | 2020-03-20 16:00:05 | 24.2167 
7332 | 2020-03-20 16:01:21 | 2020-03-20 16:59:13 | 57.8667 
7333 | 2020-03-20 17:00:03 | 2020-03-20 17:44:47 | 44.7333 
7336 | 2020-03-20 18:51:39 | 2020-03-20 20:00:03 | 68.4000 
7337 | 2020-03-20 20:00:45 | 2020-03-20 20:59:27 | 58.7000 
7338 | 2020-03-20 21:00:04 | 2020-03-20 21:59:14 | 59.1667 
7339 | 2020-03-20 21:59:50 | 2020-03-20 22:59:15 | 59.4167 
7340 | 2020-03-20 22:59:48 | 2020-03-20 23:59:45 | 59.9500 
7341 | 2020-03-21 00:03:54 | 2020-03-21 01:02:57 | 59.0500 
7342 | 2020-03-21 01:03:30 | 2020-03-21 02:00:12 | 56.7000 
7343 | 2020-03-21 02:00:45 | 2020-03-21 03:00:15 | 59.5000 
7344 | 2020-03-21 03:01:05 | 2020-03-21 04:00:48 | 59.7167 
7345 | 2020-03-21 04:01:31 | 2020-03-21 05:00:53 | 59.3667 
7346 | 2020-03-21 05:01:23 | 2020-03-21 06:00:40 | 59.2833 
7347 | 2020-03-21 06:01:21 | 2020-03-21 07:00:08 | 58.7833 
7348 | 2020-03-21 07:00:49 | 2020-03-21 08:00:28 | 59.6500 
7349 | 2020-03-21 08:01:01 | 2020-03-21 09:00:04 | 59.0500 
7350 | 2020-03-21 09:00:42 | 2020-03-21 09:58:08 | 57.4333 
7351 | 2020-03-21 10:06:17 | 2020-03-21 11:00:06 | 53.8167 
7352 | 2020-03-21 11:00:40 | 2020-03-21 12:00:08 | 59.4667 
7353 | 2020-03-21 12:00:44 | 2020-03-21 13:00:08 | 59.4000 
7354 | 2020-03-21 13:00:53 | 2020-03-21 14:00:10 | 59.2833 
7355 | 2020-03-21 14:00:36 | 2020-03-21 15:00:05 | 59.4833 
7356 | 2020-03-21 15:00:36 | 2020-03-21 16:00:38 | 60.0333 
7357 | 2020-03-21 16:01:07 | 2020-03-21 17:04:59 | 63.8667 
7363 | 2020-03-21 18:32:44 | 2020-03-21 19:30:07 | 57.3833 
7364 | 2020-03-21 19:31:48 | 2020-03-21 20:30:23 | 58.5833 
7365 | 2020-03-21 20:32:08 | 2020-03-21 21:17:33 | 45.4167 
7368 | 2020-03-21 22:20:27 | 2020-03-21 23:19:33 | 59.1000 
7369 | 2020-03-21 23:22:10 | 2020-03-22 00:20:32 | 58.3667 
7370 | 2020-03-22 00:21:57 | 2020-03-22 01:21:30 | 59.5500 
7371 | 2020-03-22 01:22:31 | 2020-03-22 02:21:31 | 59.0000 
7372 | 2020-03-22 02:22:35 | 2020-03-22 03:21:59 | 59.4000 
7373 | 2020-03-22 03:22:43 | 2020-03-22 04:23:39 | 60.9333 
7374 | 2020-03-22 04:24:22 | 2020-03-22 05:21:19 | 56.9500 
7375 | 2020-03-22 05:22:09 | 2020-03-22 06:21:19 | 59.1667 
7376 | 2020-03-22 06:21:56 | 2020-03-22 07:21:14 | 59.3000 
7377 | 2020-03-22 07:21:58 | 2020-03-22 08:21:16 | 59.3000 
7378 | 2020-03-22 08:22:52 | 2020-03-22 09:20:58 | 58.1000 
7379 | 2020-03-22 09:23:39 | 2020-03-22 10:00:53 | 37.2333 
7391 | 2020-03-22 22:55:56 | 2020-03-22 23:55:16 | 59.3333 
7392 | 2020-03-22 23:56:26 | 2020-03-23 01:11:22 | 74.9333 
7393 | 2020-03-23 01:00:17 | 2020-03-23 02:00:13 | 59.9333 
7394 | 2020-03-23 02:01:11 | 2020-03-23 02:59:29 | 58.3000 
7395 | 2020-03-23 02:59:57 | 2020-03-23 04:01:21 | 61.4000 
7396 | 2020-03-23 04:01:49 | 2020-03-23 05:01:13 | 59.4000 
7397 | 2020-03-23 05:01:58 | 2020-03-23 06:00:26 | 58.4667 
7398 | 2020-03-23 06:01:01 | 2020-03-23 07:00:13 | 59.2000 
7399 | 2020-03-23 07:01:10 | 2020-03-23 08:00:31 | 59.3500 
7401 | 2020-03-23 08:07:14 | 2020-03-23 09:00:05 | 52.8500 
7402 | 2020-03-23 09:01:41 | 2020-03-23 10:00:04 | 58.3833 
7403 | 2020-03-23 10:00:43 | 2020-03-23 11:00:08 | 59.4167 
7404 | 2020-03-23 11:00:46 | 2020-03-23 12:00:16 | 59.5000 
7408 | 2020-03-23 13:12:11 | 2020-03-23 14:00:15 | 48.0667 
7409 | 2020-03-23 14:00:44 | 2020-03-23 14:23:24 | 22.6667 
7413 | 2020-03-23 15:42:27 | 2020-03-23 16:50:34 | 68.1167 
7414 | 2020-03-23 16:51:48 | 2020-03-23 17:16:43 | 24.9167 
7415 | 2020-03-23 17:17:16 | 2020-03-23 17:59:47 | 42.5167 
7416 | 2020-03-23 18:00:27 | 2020-03-23 19:00:02 | 59.5833 
7417 | 2020-03-23 19:00:41 | 2020-03-23 19:59:57 | 59.2667 
7418 | 2020-03-23 20:00:39 | 2020-03-23 21:00:10 | 59.5167 
7419 | 2020-03-23 21:00:50 | 2020-03-23 22:01:30 | 60.6667 
7423 | 2020-03-24 00:31:36 | 2020-03-24 01:26:40 | 55.0667 
7424 | 2020-03-24 01:27:09 | 2020-03-24 02:07:09 | 40.0000 
7425 | 2020-03-24 02:07:51 | 2020-03-24 02:59:34 | 51.7167 
7426 | 2020-03-24 03:00:03 | 2020-03-24 04:00:34 | 60.5167 
7427 | 2020-03-24 04:00:59 | 2020-03-24 04:39:38 | 38.6500 
7428 | 2020-03-24 04:42:04 | 2020-03-24 05:59:37 | 77.5500 
7429 | 2020-03-24 06:00:12 | 2020-03-24 06:59:19 | 59.1167 
7430 | 2020-03-24 06:59:51 | 2020-03-24 08:02:05 | 62.2333 
7627 | 2020-08-11 00:40:59 | 2020-08-11 01:35:08 | 54.1500 
7628 | 2020-08-11 01:36:53 | 2020-08-11 02:11:40 | 34.7833 
7629 | 2020-08-11 02:12:54 | 2020-08-11 03:02:13 | 49.3167 
7630 | 2020-08-11 03:02:55 | 2020-08-11 04:01:53 | 58.9667 
7631 | 2020-08-11 04:02:34 | 2020-08-11 05:03:58 | 61.4000 
7632 | 2020-08-11 05:08:57 | 2020-08-11 05:19:03 | 10.1000 
7634 | 2020-08-11 06:18:09 | 2020-08-11 07:00:40 | 42.5167 
7635 | 2020-08-11 07:01:41 | 2020-08-11 07:58:46 | 57.0833 
7657 | 2020-08-12 03:54:23 | 2020-08-12 05:02:26 | 68.0500 
7658 | 2020-08-12 05:04:13 | 2020-08-12 05:53:25 | 49.2000 
7660 | 2020-08-12 06:45:04 | 2020-08-12 07:58:52 | 73.8000 
7661 | 2020-08-12 08:00:22 | 2020-08-12 08:34:15 | 33.8833 
7679 | 2020-08-13 00:28:50 | 2020-08-13 00:53:07 | 24.2833 
7681 | 2020-08-13 01:44:30 | 2020-08-13 02:59:14 | 74.7333 
7682 | 2020-08-13 02:59:49 | 2020-08-13 04:01:02 | 61.2167 
7683 | 2020-08-13 04:01:43 | 2020-08-13 05:00:04 | 58.3500 
7684 | 2020-08-13 05:00:40 | 2020-08-13 06:00:24 | 59.7333 
7685 | 2020-08-13 06:06:53 | 2020-08-13 07:04:14 | 57.3500 
7686 | 2020-08-13 07:04:50 | 2020-08-13 07:59:39 | 54.8167 
7687 | 2020-08-13 08:00:42 | 2020-08-13 08:59:16 | 58.5667 
7693 | 2020-08-13 13:28:42 | 2020-08-13 14:21:12 | 52.5000 
7694 | 2020-08-13 14:22:37 | 2020-08-13 15:00:34 | 37.9500 
7697 | 2020-08-13 15:05:28 | 2020-08-13 16:01:56 | 56.4667 
7698 | 2020-08-13 16:03:20 | 2020-08-13 16:58:58 | 55.6333 
7699 | 2020-08-13 17:00:06 | 2020-08-13 17:44:58 | 44.8667 
7700 | 2020-08-13 17:46:26 | 2020-08-13 18:02:36 | 16.1667 
7701 | 2020-08-13 18:04:42 | 2020-08-13 18:38:00 | 33.3000 
7702 | 2020-08-13 18:39:03 | 2020-08-13 19:38:59 | 59.9333 
7703 | 2020-08-13 19:39:42 | 2020-08-13 21:00:22 | 80.6667 
7704 | 2020-08-13 21:00:55 | 2020-08-13 21:59:31 | 58.6000 
7705 | 2020-08-13 22:00:17 | 2020-08-13 22:57:35 | 57.3000 
7706 | 2020-08-13 23:01:26 | 2020-08-13 23:55:13 | 53.7833 
7707 | 2020-08-13 23:55:54 | 2020-08-14 01:10:19 | 74.4167 
7713 | 2020-08-14 04:24:45 | 2020-08-14 05:04:49 | 40.0667 
7714 | 2020-08-14 05:06:35 | 2020-08-14 06:02:15 | 55.6667 
7715 | 2020-08-14 06:03:37 | 2020-08-14 07:03:37 | 60.0000 
7718 | 2020-08-14 08:18:22 | 2020-08-14 09:01:00 | 42.6333 
7719 | 2020-08-14 09:02:52 | 2020-08-14 10:03:43 | 60.8500 
7720 | 2020-08-14 10:06:47 | 2020-08-14 11:02:32 | 55.7500 
7734 | 2020-08-15 00:05:58 | 2020-08-15 01:02:00 | 56.0333 
7735 | 2020-08-15 01:02:53 | 2020-08-15 02:02:33 | 59.6667 
7736 | 2020-08-15 02:04:00 | 2020-08-15 02:28:44 | 24.7333 
7737 | 2020-08-15 02:35:20 | 2020-08-15 03:05:54 | 30.5667 
7738 | 2020-08-15 03:09:01 | 2020-08-15 04:15:36 | 66.5833 
7739 | 2020-08-15 04:16:21 | 2020-08-15 05:12:41 | 56.3333 
7740 | 2020-08-15 05:13:15 | 2020-08-15 06:07:42 | 54.4500 
7741 | 2020-08-15 06:08:28 | 2020-08-15 06:57:39 | 49.1833 
7742 | 2020-08-15 06:58:08 | 2020-08-15 07:58:42 | 60.5667 
7759 | 2020-08-16 00:11:30 | 2020-08-16 00:56:31 | 45.0167 
7760 | 2020-08-16 00:59:51 | 2020-08-16 01:49:29 | 49.6333 
7762 | 2020-08-16 02:33:00 | 2020-08-16 03:29:47 | 56.7833 
7763 | 2020-08-16 03:31:43 | 2020-08-16 04:25:43 | 54.0000 
7764 | 2020-08-16 04:26:22 | 2020-08-16 04:59:53 | 33.5167 
7765 | 2020-08-16 05:00:44 | 2020-08-16 06:03:57 | 63.2167 
7766 | 2020-08-16 06:06:11 | 2020-08-16 06:46:39 | 40.4667 
7776 | 2020-08-16 15:45:57 | 2020-08-16 16:27:31 | 41.5667 
7778 | 2020-08-16 16:59:13 | 2020-08-16 18:00:12 | 60.9833 
7779 | 2020-08-16 18:01:19 | 2020-08-16 18:59:26 | 58.1167 
7780 | 2020-08-16 19:00:00 | 2020-08-16 20:00:04 | 60.0667 
7781 | 2020-08-16 20:00:39 | 2020-08-16 21:00:04 | 59.4167 
7782 | 2020-08-16 21:00:53 | 2020-08-16 22:00:08 | 59.2500 
7783 | 2020-08-16 22:00:40 | 2020-08-16 23:00:05 | 59.4167 
7784 | 2020-08-16 23:00:34 | 2020-08-17 00:00:04 | 59.5000 
7785 | 2020-08-17 00:00:39 | 2020-08-17 01:05:10 | 64.5167 
7786 | 2020-08-17 01:08:23 | 2020-08-17 02:04:36 | 56.2167 
7787 | 2020-08-17 02:05:16 | 2020-08-17 03:05:36 | 60.3333 
7788 | 2020-08-17 03:08:47 | 2020-08-17 04:02:22 | 53.5833 
7789 | 2020-08-17 04:02:58 | 2020-08-17 05:08:36 | 65.6333 
7790 | 2020-08-17 05:09:32 | 2020-08-17 06:03:36 | 54.0667 
7791 | 2020-08-17 06:05:27 | 2020-08-17 07:02:22 | 56.9167 
7792 | 2020-08-17 07:03:09 | 2020-08-17 07:58:07 | 54.9667 
7793 | 2020-08-17 08:00:49 | 2020-08-17 09:01:12 | 60.3833 
7794 | 2020-08-17 09:03:07 | 2020-08-17 10:00:09 | 57.0333 
7795 | 2020-08-17 10:00:40 | 2020-08-17 11:00:27 | 59.7833 
7796 | 2020-08-17 11:01:42 | 2020-08-17 12:00:13 | 58.5167 
7797 | 2020-08-17 12:00:46 | 2020-08-17 12:59:27 | 58.6833 
7799 | 2020-08-17 13:07:02 | 2020-08-17 14:00:37 | 53.5833 
7800 | 2020-08-17 14:01:49 | 2020-08-17 15:00:15 | 58.4333 
7801 | 2020-08-17 15:01:09 | 2020-08-17 16:00:05 | 58.9333 
7802 | 2020-08-17 16:01:02 | 2020-08-17 17:00:07 | 59.0833 
7803 | 2020-08-17 17:00:59 | 2020-08-17 18:00:05 | 59.1000 
7804 | 2020-08-17 18:00:35 | 2020-08-17 19:00:07 | 59.5333 
7805 | 2020-08-17 19:00:45 | 2020-08-17 20:00:07 | 59.3667 
7806 | 2020-08-17 20:00:50 | 2020-08-17 20:57:25 | 56.5833 
7807 | 2020-08-17 21:03:00 | 2020-08-17 22:00:04 | 57.0667 
7808 | 2020-08-17 22:01:25 | 2020-08-17 23:00:07 | 58.7000 
7809 | 2020-08-17 23:00:42 | 2020-08-17 23:59:47 | 59.0833 
7810 | 2020-08-18 00:01:48 | 2020-08-18 00:58:43 | 56.9167 
7811 | 2020-08-18 00:59:26 | 2020-08-18 02:12:48 | 73.3667 
7812 | 2020-08-18 02:13:38 | 2020-08-18 03:09:34 | 55.9333 
7813 | 2020-08-18 03:10:11 | 2020-08-18 04:00:10 | 49.9833 
7814 | 2020-08-18 04:01:47 | 2020-08-18 04:57:48 | 56.0167 
7815 | 2020-08-18 04:58:20 | 2020-08-18 05:20:46 | 22.4333 
7816 | 2020-08-18 05:22:41 | 2020-08-18 06:04:58 | 42.2833 
7817 | 2020-08-18 06:05:34 | 2020-08-18 06:59:28 | 53.9000 
7835 | 2020-08-18 19:18:44 | 2020-08-18 19:57:49 | 39.0833 
7836 | 2020-08-18 19:58:53 | 2020-08-18 20:58:41 | 59.8000 
7837 | 2020-08-18 20:59:29 | 2020-08-18 22:01:20 | 61.8500 
7838 | 2020-08-18 22:02:19 | 2020-08-18 22:59:47 | 57.4667 
7839 | 2020-08-18 23:00:20 | 2020-08-18 23:39:10 | 38.8333 
7840 | 2020-08-18 23:42:26 | 2020-08-19 01:02:29 | 80.0500 
7842 | 2020-08-19 01:20:08 | 2020-08-19 02:28:19 | 68.1833 
7843 | 2020-08-19 02:28:52 | 2020-08-19 03:13:07 | 44.2500 
7844 | 2020-08-19 03:14:03 | 2020-08-19 03:37:17 | 23.2333 
7845 | 2020-08-19 03:38:05 | 2020-08-19 04:52:43 | 74.6333 
7846 | 2020-08-19 04:53:26 | 2020-08-19 05:57:52 | 64.4333 
7847 | 2020-08-19 05:58:19 | 2020-08-19 06:55:15 | 56.9333 
7848 | 2020-08-19 06:59:19 | 2020-08-19 08:05:24 | 66.0833 
7849 | 2020-08-19 08:07:12 | 2020-08-19 08:43:54 | 36.7000 
7860 | 2020-08-19 19:01:04 | 2020-08-19 19:57:54 | 56.8333 
7861 | 2020-08-19 19:58:41 | 2020-08-19 20:59:08 | 60.4500 
7862 | 2020-08-19 21:00:16 | 2020-08-19 21:59:38 | 59.3667 
7863 | 2020-08-19 22:00:13 | 2020-08-19 22:58:44 | 58.5167 
7864 | 2020-08-19 22:59:35 | 2020-08-19 23:46:10 | 46.5833 
7865 | 2020-08-19 23:48:29 | 2020-08-20 00:59:34 | 71.0833 
7866 | 2020-08-20 01:00:12 | 2020-08-20 01:59:06 | 58.9000 
7867 | 2020-08-20 02:01:34 | 2020-08-20 02:59:24 | 57.8333 
7869 | 2020-08-20 04:24:29 | 2020-08-20 04:59:25 | 34.9333 
7870 | 2020-08-20 05:00:34 | 2020-08-20 05:59:19 | 58.7500 
7871 | 2020-08-20 06:00:19 | 2020-08-20 06:59:43 | 59.4000 
7872 | 2020-08-20 07:01:26 | 2020-08-20 08:00:12 | 58.7667 
7873 | 2020-08-20 08:01:13 | 2020-08-20 09:00:25 | 59.2000 
7874 | 2020-08-20 09:01:19 | 2020-08-20 10:00:26 | 59.1167 
7875 | 2020-08-20 10:01:15 | 2020-08-20 10:59:53 | 58.6333 
7876 | 2020-08-20 11:02:53 | 2020-08-20 12:01:38 | 58.7500 
7877 | 2020-08-20 12:03:32 | 2020-08-20 13:00:35 | 57.0500 
7887 | 2020-08-21 20:02:16 | 2020-08-21 20:19:00 | 16.7333 
7888 | 2020-08-21 20:22:34 | 2020-08-21 21:01:32 | 38.9667 
7889 | 2020-08-21 21:02:28 | 2020-08-21 22:00:06 | 57.6333 
7890 | 2020-08-21 22:00:42 | 2020-08-21 23:00:36 | 59.9000 
7891 | 2020-08-21 23:01:26 | 2020-08-21 23:57:42 | 56.2667 
7892 | 2020-08-21 23:58:16 | 2020-08-22 00:34:07 | 35.8500 
7894 | 2020-08-22 00:50:28 | 2020-08-22 01:09:41 | 19.2167 
7895 | 2020-08-22 01:11:49 | 2020-08-22 01:59:42 | 47.8833 
7896 | 2020-08-22 02:00:31 | 2020-08-22 02:57:26 | 56.9167 
7897 | 2020-08-22 03:00:57 | 2020-08-22 04:03:11 | 62.2333 
7898 | 2020-08-22 04:03:57 | 2020-08-22 05:01:08 | 57.1833 
7899 | 2020-08-22 05:02:26 | 2020-08-22 05:59:37 | 57.1833 
7900 | 2020-08-22 06:00:14 | 2020-08-22 06:59:31 | 59.2833 
7901 | 2020-08-22 07:00:32 | 2020-08-22 07:59:28 | 58.9333 
7902 | 2020-08-22 08:00:38 | 2020-08-22 09:08:58 | 68.3333 
7903 | 2020-08-22 09:10:07 | 2020-08-22 10:01:42 | 51.5833 
7904 | 2020-08-22 10:02:18 | 2020-08-22 10:59:03 | 56.7500 
7905 | 2020-08-22 10:59:34 | 2020-08-22 11:59:19 | 59.7500 
7906 | 2020-08-22 11:59:55 | 2020-08-22 12:59:39 | 59.7333 
7907 | 2020-08-22 13:00:11 | 2020-08-22 14:00:45 | 60.5667 
7908 | 2020-08-22 14:05:16 | 2020-08-22 15:00:04 | 54.8000 
7909 | 2020-08-22 15:06:42 | 2020-08-22 15:58:05 | 51.3833 
7910 | 2020-08-22 15:58:44 | 2020-08-22 17:00:05 | 61.3500 
7911 | 2020-08-22 17:00:52 | 2020-08-22 18:00:06 | 59.2333 
7912 | 2020-08-22 18:00:40 | 2020-08-22 19:00:04 | 59.4000 
7913 | 2020-08-22 19:00:33 | 2020-08-22 20:00:04 | 59.5167 
7914 | 2020-08-22 20:00:58 | 2020-08-22 21:00:29 | 59.5167 
7915 | 2020-08-22 21:01:49 | 2020-08-22 22:01:35 | 59.7667 
7916 | 2020-08-22 22:02:05 | 2020-08-22 23:01:43 | 59.6333 
7917 | 2020-08-22 23:02:15 | 2020-08-22 23:55:01 | 52.7667 
7918 | 2020-08-22 23:55:41 | 2020-08-23 00:57:18 | 61.6167 
7919 | 2020-08-23 00:59:32 | 2020-08-23 02:00:12 | 60.6667 
7920 | 2020-08-23 02:01:03 | 2020-08-23 03:00:12 | 59.1500 
7921 | 2020-08-23 03:00:58 | 2020-08-23 04:00:06 | 59.1333 
7922 | 2020-08-23 04:00:50 | 2020-08-23 05:00:07 | 59.2833 
